sector,area,price,feature,price_per_sqm,coordinates,latitude,longitude
sector 65,418,11.25,Basic,0.026913875598086126,"28.4030° N, 77.0690° E",28.403,77.069
sector 27,418,10.5,Premium,0.025119617224880382,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 43,418,16.25,Standard,0.038875598086124404,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 45,418,10.5,Premium,0.025119617224880382,"28.4466° N, 77.0660° E",28.4466,77.066
sector 102,418,5.9,Premium,0.014114832535885169,"28.4750° N, 76.9715° E",28.475,76.9715
sector 67,418,7.25,Basic,0.017344497607655503,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 65,418,13.5,Standard,0.03229665071770335,"28.4030° N, 77.0690° E",28.403,77.069
sector 21,418,5.25,Standard,0.012559808612440191,"28.5134° N, 77.0723° E",28.5134,77.0723
sector 2,418,6.5,Premium,0.01555023923444976,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,418,7.5,Premium,0.017942583732057416,"28.5095° N, 77.0320° E",28.5095,77.032
sector 54,418,16.5,Premium,0.039473684210526314,"28.4348° N, 77.1089° E",28.4348,77.1089
sector 55,418,9.5,Premium,0.022727272727272728,"28.4281° N, 77.1100° E",28.4281,77.11
sector 28,418,10.0,Standard,0.023923444976076555,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 41,418,11.75,Premium,0.028110047846889953,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,418,12.5,Standard,0.029904306220095694,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 45,418,8.5,Premium,0.02033492822966507,"28.4466° N, 77.0660° E",28.4466,77.066
sector 46,418,8.45,Premium,0.020215311004784686,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 46,418,10.5,Premium,0.025119617224880382,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 91,418,4.5,Premium,0.01076555023923445,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 91,418,5.0,Premium,0.011961722488038277,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 82,418,5.75,Standard,0.01375598086124402,"28.3935° N, 76.9600° E",28.3935,76.96
sector 91,418,5.25,Standard,0.012559808612440191,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 108,418,5.0,Premium,0.011961722488038277,"28.5134° N, 76.9830° E",28.5134,76.983
sector 26,418,21.0,Standard,0.050239234449760764,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 49,418,9.0,Premium,0.0215311004784689,"28.4121° N, 77.0480° E",28.4121,77.048
sector 26,418,14.0,Premium,0.03349282296650718,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 15,420,10.79,Basic,0.025690476190476187,"28.4621° N, 77.0464° E",28.4621,77.0464
sector 57,420,9.04,Basic,0.02152380952380952,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,420,9.55,Basic,0.02273809523809524,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 24,420,11.25,Basic,0.026785714285714284,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 46,420,7.75,Basic,0.018452380952380953,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 26,420,10.0,Basic,0.023809523809523808,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 28,420,14.0,Basic,0.03333333333333333,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 25,420,13.0,Basic,0.030952380952380953,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,420,13.75,Basic,0.03273809523809524,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,420,12.6,Basic,0.03,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 46,420,8.1,Basic,0.019285714285714285,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 43,420,10.25,Basic,0.024404761904761905,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 28,420,12.45,Basic,0.02964285714285714,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 26,420,14.31,Basic,0.03407142857142857,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 26,420,11.8,Basic,0.028095238095238097,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 39,420,6.33,Premium,0.015071428571428572,"28.4434° N, 77.0515° E",28.4434,77.0515
sector 42,420,9.54,Premium,0.02271428571428571,"28.4576° N, 77.1020° E",28.4576,77.102
sector 55,420,8.28,Premium,0.019714285714285712,"28.4281° N, 77.1100° E",28.4281,77.11
sector 26,420,28.0,Premium,0.06666666666666667,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 43,420,9.5,Standard,0.02261904761904762,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 25,420,15.0,Premium,0.03571428571428571,"28.4844° N, 77.0860° E",28.4844,77.086
sector 51,420,7.03,Premium,0.01673809523809524,"28.4320° N, 77.0686° E",28.432,77.0686
sector 42,420,8.38,Premium,0.019952380952380954,"28.4576° N, 77.1020° E",28.4576,77.102
sector 45,420,8.25,Premium,0.019642857142857142,"28.4466° N, 77.0660° E",28.4466,77.066
sector 65,420,11.15,Premium,0.02654761904761905,"28.4030° N, 77.0690° E",28.403,77.069
sector 65,420,11.29,Premium,0.02688095238095238,"28.4030° N, 77.0690° E",28.403,77.069
sector 38,420,6.02,Premium,0.014333333333333332,"28.4347° N, 77.0430° E",28.4347,77.043
sector 45,420,11.0,Premium,0.02619047619047619,"28.4466° N, 77.0660° E",28.4466,77.066
sector 41,420,14.15,Premium,0.033690476190476194,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,420,14.0,Premium,0.03333333333333333,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 52,420,7.49,Premium,0.017833333333333333,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 40,420,8.13,Premium,0.019357142857142857,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 46,420,7.4,Premium,0.01761904761904762,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 23,420,5.8,Standard,0.01380952380952381,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 51,420,11.8,Premium,0.028095238095238097,"28.4320° N, 77.0686° E",28.432,77.0686
sector 25,420,17.5,Premium,0.041666666666666664,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,420,14.0,Premium,0.03333333333333333,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,420,16.0,Premium,0.0380952380952381,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 57,420,9.0,Premium,0.02142857142857143,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 26,420,12.5,Premium,0.02976190476190476,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 41,420,11.5,Premium,0.02738095238095238,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 45,420,9.0,Premium,0.02142857142857143,"28.4466° N, 77.0660° E",28.4466,77.066
sector 48,420,8.53,Premium,0.02030952380952381,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 2,420,8.28,Premium,0.019714285714285712,"28.5095° N, 77.0320° E",28.5095,77.032
sector 24,420,12.0,Premium,0.02857142857142857,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 45,420,12.5,Standard,0.02976190476190476,"28.4466° N, 77.0660° E",28.4466,77.066
sector 15,420,12.0,Premium,0.02857142857142857,"28.4621° N, 77.0464° E",28.4621,77.0464
sector 24,420,9.5,Premium,0.02261904761904762,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 24,420,10.54,Standard,0.025095238095238094,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 24,420,11.29,Standard,0.02688095238095238,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 48,420,8.53,Standard,0.02030952380952381,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 51,420,12.55,Standard,0.029880952380952383,"28.4320° N, 77.0686° E",28.432,77.0686
sector 26,420,12.5,Basic,0.02976190476190476,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 57,420,10.5,Standard,0.025,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 55,420,7.45,Standard,0.017738095238095237,"28.4281° N, 77.1100° E",28.4281,77.11
sector 45,420,11.29,Premium,0.02688095238095238,"28.4466° N, 77.0660° E",28.4466,77.066
sector 46,420,10.6,Standard,0.025238095238095237,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 26,420,14.5,Basic,0.034523809523809526,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 24,420,11.25,Standard,0.026785714285714284,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 65,420,11.5,Premium,0.02738095238095238,"28.4030° N, 77.0690° E",28.403,77.069
sector 91,420,6.28,Premium,0.014952380952380953,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 67,420,6.53,Premium,0.015547619047619048,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,420,6.78,Premium,0.016142857142857143,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 21,420,5.1,Standard,0.012142857142857143,"28.5134° N, 77.0723° E",28.5134,77.0723
sector 23,420,5.65,Standard,0.013452380952380954,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 25,420,15.5,Premium,0.036904761904761905,"28.4844° N, 77.0860° E",28.4844,77.086
sector 56,420,7.5,Premium,0.017857142857142856,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 26,420,13.0,Premium,0.030952380952380953,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 65,421,9.05,Premium,0.02149643705463183,"28.4030° N, 77.0690° E",28.403,77.069
sector 65,421,8.75,Premium,0.020783847980997625,"28.4030° N, 77.0690° E",28.403,77.069
sector 65,421,8.95,Premium,0.021258907363420426,"28.4030° N, 77.0690° E",28.403,77.069
sector 24,426,8.14,Premium,0.019107981220657277,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 28,430,7.97,Premium,0.01853488372093023,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 28,430,9.25,Premium,0.021511627906976746,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 25,431,12.1,Basic,0.028074245939675172,"28.4844° N, 77.0860° E",28.4844,77.086
sector 38,434,6.85,Basic,0.015783410138248848,"28.4347° N, 77.0430° E",28.4347,77.043
sector 42,435,16.0,Basic,0.0367816091954023,"28.4576° N, 77.1020° E",28.4576,77.102
sector 30,435,3.67,Basic,0.008436781609195402,"28.4604° N, 77.0579° E",28.4604,77.0579
sector 2,435,9.25,Basic,0.021264367816091954,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.49,Standard,0.014919540229885057,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,9.0,Standard,0.020689655172413793,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.65,Basic,0.017586206896551725,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.18,Standard,0.014206896551724137,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.3,Standard,0.014482758620689654,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.0,Basic,0.013793103448275862,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.65,Standard,0.015287356321839082,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.49,Premium,0.0172183908045977,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.5,Premium,0.017241379310344827,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.32,Standard,0.014528735632183909,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.35,Standard,0.014597701149425286,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.5,Standard,0.014942528735632184,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.12,Standard,0.016367816091954025,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.0,Premium,0.016091954022988506,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,5.5,Premium,0.01264367816091954,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.0,Premium,0.013793103448275862,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.9,Premium,0.015862068965517243,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.25,Standard,0.016666666666666666,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,6.24,Standard,0.014344827586206896,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.5,Basic,0.017241379310344827,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.25,Basic,0.016666666666666666,"28.5095° N, 77.0320° E",28.5095,77.032
sector 23,435,7.0,Standard,0.016091954022988506,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 2,435,7.3,Basic,0.016781609195402298,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,435,7.0,Standard,0.016091954022988506,"28.5095° N, 77.0320° E",28.5095,77.032
sector 30,439,4.46,Basic,0.010159453302961275,"28.4604° N, 77.0579° E",28.4604,77.0579
sector 67,441,5.81,Premium,0.013174603174603174,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 2,446,6.0,Standard,0.013452914798206279,"28.5095° N, 77.0320° E",28.5095,77.032
manesar,450,4.5,Basic,0.01,"28.3515° N, 76.9428° E",28.3515,76.9428
sector 73,450,10.76,Basic,0.023911111111111112,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,450,9.95,Premium,0.02211111111111111,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,450,10.0,Premium,0.022222222222222223,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 26,450,16.0,Standard,0.035555555555555556,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 73,450,1.0,Premium,0.0022222222222222222,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,450,10.76,Premium,0.023911111111111112,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,450,12.11,Premium,0.02691111111111111,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,450,9.4,Premium,0.02088888888888889,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,451,11.86,Basic,0.02629711751662971,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 26,452,13.0,Basic,0.028761061946902654,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 2,452,7.0,Premium,0.015486725663716814,"28.5095° N, 77.0320° E",28.5095,77.032
sector 108,460,7.15,Premium,0.015543478260869567,"28.5134° N, 76.9830° E",28.5134,76.983
sector 4,460,4.5,Standard,0.009782608695652175,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 108,462,5.25,Premium,0.011363636363636364,"28.5134° N, 76.9830° E",28.5134,76.983
sector 49,466,7.35,Standard,0.015772532188841202,"28.4121° N, 77.0480° E",28.4121,77.048
sector 49,466,7.33,Standard,0.01572961373390558,"28.4121° N, 77.0480° E",28.4121,77.048
sector 25,468,13.2,Premium,0.028205128205128202,"28.4844° N, 77.0860° E",28.4844,77.086
sector 17,481,7.26,Premium,0.015093555093555092,"28.4791° N, 77.0608° E",28.4791,77.0608
sector 108,490,5.3,Basic,0.010816326530612244,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,490,5.3,Premium,0.010816326530612244,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,490,5.2,Standard,0.010612244897959184,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,491,4.87,Basic,0.009918533604887984,"28.5134° N, 76.9830° E",28.5134,76.983
sector 26,500,17.5,Premium,0.035,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 88a,502,6.0,Premium,0.01195219123505976,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 73,511,11.6,Basic,0.022700587084148727,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,512,11.38,Basic,0.0222265625,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 99,512,6.12,Premium,0.011953125,"28.4640° N, 76.9614° E",28.464,76.9614
sector 26,527,18.9,Premium,0.035863377609108155,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 99,539,7.09,Standard,0.013153988868274583,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,539,6.64,Standard,0.012319109461966604,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,539,7.42,Premium,0.013766233766233767,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,539,5.8,Premium,0.010760667903525046,"28.4640° N, 76.9614° E",28.464,76.9614
sector 99,539,6.45,Premium,0.011966604823747682,"28.4640° N, 76.9614° E",28.464,76.9614
sector 26,543,16.5,Basic,0.03038674033149171,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 50,554,11.6,Premium,0.020938628158844765,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 43,559,13.5,Premium,0.024150268336314847,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 91,564,6.75,Premium,0.011968085106382979,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 25,570,21.0,Basic,0.03684210526315789,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,570,22.0,Standard,0.03859649122807018,"28.4844° N, 77.0860° E",28.4844,77.086
sector 73,585,12.6,Standard,0.021538461538461538,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 108,585,6.3,Premium,0.010769230769230769,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,585,7.0,Premium,0.011965811965811967,"28.5134° N, 76.9830° E",28.5134,76.983
sector 73,585,14.5,Premium,0.024786324786324785,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,585,14.0,Premium,0.023931623931623933,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,585,12.6,Premium,0.021538461538461538,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 73,600,9.7,Basic,0.016166666666666666,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 49,613,10.0,Standard,0.01631321370309951,"28.4121° N, 77.0480° E",28.4121,77.048
sector 43,616,19.25,Premium,0.03125,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 108,627,6.4,Premium,0.010207336523125997,"28.5134° N, 76.9830° E",28.5134,76.983
sector 99,627,8.25,Premium,0.013157894736842105,"28.4640° N, 76.9614° E",28.464,76.9614
sector 108,627,6.75,Premium,0.01076555023923445,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,637,5.64,Standard,0.008854003139717424,"28.5134° N, 76.9830° E",28.5134,76.983
sector 50,644,12.7,Premium,0.019720496894409936,"28.4178° N, 77.0628° E",28.4178,77.0628
sector 49,644,12.7,Premium,0.019720496894409936,"28.4121° N, 77.0480° E",28.4121,77.048
sector 49,645,12.7,Standard,0.019689922480620153,"28.4121° N, 77.0480° E",28.4121,77.048
sector 45,648,13.18,Standard,0.020339506172839507,"28.4466° N, 77.0660° E",28.4466,77.066
sector 45,661,10.0,Basic,0.015128593040847202,"28.4466° N, 77.0660° E",28.4466,77.066
sector 2,669,8.7,Standard,0.013004484304932734,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,669,8.8,Standard,0.013153961136023917,"28.5095° N, 77.0320° E",28.5095,77.032
sector 82a,669,8.0,Premium,0.01195814648729447,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 2,669,8.0,Premium,0.01195814648729447,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,669,10.0,Premium,0.014947683109118086,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,669,10.25,Standard,0.015321375186846039,"28.5095° N, 77.0320° E",28.5095,77.032
sector 43,673,35.0,Premium,0.05200594353640416,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,680,21.0,Basic,0.030882352941176472,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,680,19.75,Basic,0.029044117647058824,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,680,20.3,Premium,0.02985294117647059,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,688,24.0,Standard,0.03488372093023256,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,690,31.0,Premium,0.04492753623188406,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,691,20.0,Basic,0.02894356005788712,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 91,698,6.68,Premium,0.009570200573065903,"28.4014° N, 76.9225° E",28.4014,76.9225
sector 57,700,12.5,Premium,0.017857142857142856,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 43,809,32.0,Basic,0.03955500618046971,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 43,809,25.0,Basic,0.030902348578491966,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 113,836,8.5,Basic,0.010167464114832535,"28.5287° N, 77.0233° E",28.5287,77.0233
sector 2,836,7.5,Basic,0.008971291866028708,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,836,17.5,Basic,0.020933014354066987,"28.5095° N, 77.0320° E",28.5095,77.032
sector 49,836,17.5,Basic,0.020933014354066987,"28.4121° N, 77.0480° E",28.4121,77.048
sector 49,836,20.0,Basic,0.023923444976076555,"28.4121° N, 77.0480° E",28.4121,77.048
sector 47,836,18.0,Premium,0.0215311004784689,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 2,836,12.2,Standard,0.014593301435406698,"28.5095° N, 77.0320° E",28.5095,77.032
sector 2,836,3.0,Premium,0.0035885167464114833,"28.5095° N, 77.0320° E",28.5095,77.032
sector 55,836,16.5,Basic,0.019736842105263157,"28.4281° N, 77.1100° E",28.4281,77.11
sector 26,836,30.0,Basic,0.03588516746411483,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 2,836,13.0,Standard,0.01555023923444976,"28.5095° N, 77.0320° E",28.5095,77.032
sector 83,836,8.0,Standard,0.009569377990430622,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 2,836,4.5,Basic,0.005382775119617225,"28.5095° N, 77.0320° E",28.5095,77.032
sector 67,836,11.0,Premium,0.013157894736842105,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 67,836,11.5,Premium,0.01375598086124402,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 26,836,37.0,Premium,0.04425837320574163,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 41,838,28.0,Premium,0.03341288782816229,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 2,841,4.53,Standard,0.005386444708680143,"28.5095° N, 77.0320° E",28.5095,77.032
sector 25,855,25.5,Basic,0.02982456140350877,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,855,25.51,Basic,0.029836257309941522,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 26,855,23.5,Basic,0.027485380116959064,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 26,855,25.5,Basic,0.02982456140350877,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 26,855,32.0,Premium,0.03742690058479532,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 47,885,19.0,Premium,0.021468926553672316,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 26,887,32.0,Premium,0.036076662908680945,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 47,890,21.28,Basic,0.023910112359550564,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 47,899,19.0,Premium,0.021134593993325918,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 25,910,30.75,Basic,0.03379120879120879,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,910,29.75,Basic,0.032692307692307694,"28.4844° N, 77.0860° E",28.4844,77.086
sector 99,920,2.2,Standard,0.0023913043478260873,"28.4640° N, 76.9614° E",28.464,76.9614
sector 52,932,11.71,Premium,0.012564377682403434,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 2,1012,2.5,Standard,0.0024703557312252965,"28.5095° N, 77.0320° E",28.5095,77.032
sector 102,1138,12.93,Standard,0.011362038664323374,"28.4750° N, 76.9715° E",28.475,76.9715
sector 25,1208,34.0,Basic,0.028145695364238412,"28.4844° N, 77.0860° E",28.4844,77.086
sector 25,1208,31.0,Basic,0.02566225165562914,"28.4844° N, 77.0860° E",28.4844,77.086
sector 108,1254,1.3,Premium,0.001036682615629984,"28.5134° N, 76.9830° E",28.5134,76.983
sector 11,1463,5.25,Basic,0.0035885167464114833,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 70,1672,3.6,Premium,0.00215311004784689,"28.3968° N, 77.0233° E",28.3968,77.0233
manesar,3716,6.0,Basic,0.0016146393972012918,"28.3515° N, 76.9428° E",28.3515,76.9428
