PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities,FacilitiesStr
Emaar MGF Marbella,"4, 5 BHK Villa, Land in Sector 66, Gurgaon","['NH 48', 'HUB 66', 'Park Hospital', 'Gurugram University', 'Vatika Business Centre']","{'nh 248': '2.3 Km', 'hub 66': '2.7 Km', 'park hospital': '3.3 Km', 'gurugram university': '4.1 Km', 'vatika business centre': '4.3 Km', 'de adventure park': '5.4 Km', 'sealdah': '6 Km', 'sector 55 56 rapid metro station': '6.3 Km', 'delhi public school': '6.6 Km', 'tau devilal sports complex': '7.3 Km', 'hasanpur': '7.9 Km', 'dlf golf and country club': '11.8 km', 'the oberoi': '16 Km', 'indira gandhi international airport': '24.1 Km'}",https://www.99acres.com/emaar-mgf-marbella-sector-66-gurgaon-npxid-r1134,"{'4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,605 sq.ft.', 'price-range': '₹ 8.8 - 9 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,520 - 8,120 sq.ft.', 'price-range': '₹ 10.47 - 13.04 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,400 - 5,175 sq.ft.', 'price-range': '₹ 7.48 - 20.05 Cr'}}","['Bowling Alley', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Changing Area', 'Salon']",Bowling Alley Mini Theatre Concierge Service Swimming Pool Lounge Bar/Chill-Out Lounge Cigar Lounge Changing Area Salon
Rishali Luxe Residency 112,"Land in Sector 112, Gurgaon","['Bajghera Road', 'Dwarka Expy', ""Rion's Hospital"", 'Euro Intl School, Sector- 109', 'Najafgarh Kapashera Road']","{'bajghera road': '1.5 KM', 'dwarka expy': '5.1 KM', ""rion's hospital"": '2.4 KM', 'euro international school': '4.1 KM', 'najafgarh kapashera road': '3.9 KM', 'gurgaon old railway station': '6.5 KM', 'the northcap university': '6.7 KM', 'dwarka sector 21 metro station': '8.1 KM', 'pacific d21 mall': '8.2 KM', 'indira gandhi international airport': '16.1 KM', 'vivanta dwarka new delhi': '9.2 KM', 'hamoni golf camp': '8 KM'}",https://www.99acres.com/rishali-luxe-residency-112-sector-112-gurgaon-npxid-r409012,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,124.83 sq.ft.', 'price-range': '₹ 1.7 Cr'}}","['Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 's Play Area"", ']","Community Hall Sewage Treatment Plant Rain Water Harvesting Club House 24/7 Power Backup Gated Community 24/7 Water Supply s Play Area"", "
Puri The Aravallis,"3, 4 BHK Apartment in Sector 61, Gurgaon","['W Pratiksha Hospital', 'Sector 55-56 Metro Station', 'Hong Kong Bazaar', 'Bharti International Convent School', 'Sushant University']","{'w pratiksha hospital': '2.6 KM', 'sector 55 56 rapid metro station': '2.7 KM', 'hong kong bazaar': '3.3 KM', 'bharti international convent school': '3.9 KM', 'sushant university': '4.3 KM', 'gurugram university': '6.2 KM', 'badshahpur sohna rd hwy sector 68': '10.5 KM', 'indira gandhi international airport': '20.1 KM'}",https://www.99acres.com/puri-the-aravallis-sector-61-gurgaon-npxid-r396420,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,249.65 sq.ft.', 'price-range': '₹ 4.12 - 4.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,627.45 sq.ft.', 'price-range': '₹ 5.08 - 5.63 Cr'}}","['Foosball', 'Infinity Pool', 'Swimming Pool', 'Football', 'Jacuzzi', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Amphitheatre']",Foosball Infinity Pool Swimming Pool Football Jacuzzi Cricket Pitch Sun Deck Lawn Tennis Court Amphitheatre
International City by SOBHA Phase 2,"3, 4, 5 BHK Villa in Sector 109, Gurgaon","['Euro International School', 'Dwarka Expressway', 'Gurgaon Railway Station', 'Aryan Hospital', 'The NorthCap University']","{'euro international school': '1.1 KM', 'dwaraka expressway': '2.7 KM', 'gurgaon old railway station': '4.2 KM', 'aryan hospital': '6.7 KM', 'the northcap university': '7.4 KM', 'dwarka sector 21 metro station': '10.9 KM', 'pacific d21 mall': '11 KM', 'indira gandhi international airport': '18.1 KM'}",https://www.99acres.com/international-city-by-sobha-phase-2-sector-109-gurgaon-npxid-r259717,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,153.2 sq.ft.', 'price-range': '₹ 4.39 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,166.45 - 4,497 sq.ft.', 'price-range': '₹ 4.4 - 6.26 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,026.75 - 7,330.89 sq.ft.', 'price-range': '₹ 6.85 - 9.99 Cr'}}","['Swimming Pool', 'Theater Home', 'School', 'Solar Lighting', 'Restaurant', 'Terrace Garden', 'Jacuzzi', 'Piped Gas', 'Squash Court']",Swimming Pool Theater Home School Solar Lighting Restaurant Terrace Garden Jacuzzi Piped Gas Squash Court
Emaar MGF The Palm Drive,"2, 3, 4, 5 BHK Apartment, 3 BHK Villa in Sector 66, Gurgaon","['Ashoka International School', 'HUB 66', 'Park Hospital', 'Vatika Business Centre', 'NH 248A']","{'ashoka international school': '2.3 Km', 'hub 66': '2.6 Km', 'park hospital': '2.8 Km', 'vatika business centre': '2.9 Km', 'nh 248 a': '3.8 Km', 'gurugram university': '4.3 Km', 'de adventure park': '5 Km', 'sealdah': '6.1 Km', 'sector 55 56 rapid metro station': '6.5 Km', 'hasanpur': '6.5 Km', 'tau devilal sports complex': '7.2 Km', 'dlf golf and country club': '11.9 Km', 'the oberoi': '15 Km', 'indira gandhi international airport': '22.7 Km'}",https://www.99acres.com/emaar-mgf-the-palm-drive-sector-66-gurgaon-npxid-r19,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,000 - 1,300 sq.ft.', 'price-range': '₹ 1.35 - 2.03 Cr'}, '3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,800 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 - 4,050 sq.ft.', 'price-range': '₹ 2.52 - 6 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,250 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Theater Home', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Reading Lounge', 'Reflexology Park', 'Golf Course', 'Changing Area', 'School']",Swimming Pool Theater Home Bar/Chill-Out Lounge Cigar Lounge Reading Lounge Reflexology Park Golf Course Changing Area School
BPTP Green Oaks,"Land in Sector 70A, Gurgaon","['Southern Peripheral Road', 'Airia Mall', 'GD Goenka Public School', 'Badshahpur Sohna Rd Hwy', 'Park Hospital']","{'southern peripheral rd': '2.8 KM', 'airia mall': '3.9 KM', 'gd goenka school': '6 KM', 'badshahpur sohna rd hwy': '6.2 KM', 'park hospital': '7.2 KM', 'dpg degree college': '8.9 KM', 'sector 55 56 rapid metro station': '10.8 KM', 'sushant university': '12.4 KM', 'garhi harsaru junction': '14.4 KM', 'indira gandhi international airport': '25.6 KM'}",https://www.99acres.com/bptp-green-oaks-sector-70a-gurgaon-npxid-r382679,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 - 1,620 sq.ft.', 'price-range': '₹ 2.62 - 3.15 Cr'}}","['Community Hall', 'Club House', 'Landscape Garden']",Community Hall Club House Landscape Garden
Puri Emerald Bay,"2, 3, 4 BHK Apartment in Sector 104, Gurgaon","['Dwarka Expressway', 'Gurgaon Railway Station', 'Delhi Public School', 'Chauma Road', 'Chirag Hospital']","{'dwaraka expressway': '350 Mtr', 'gurgaon old railway station': '2.8 Km', 'delhi public school': '3.5 Km', 'chauma road': '3.6 Km', 'chirag hospital': '4.1 Km', 'gurgaon dreamz mall': '5.2 Km', 'park inn': '7.4 Km', 'dpg degree college': '8.8 Km', 'infinity business park': '8.9 km', 'the northcap university': '9.3 Km', ""oyster's water park"": '11.4 Km', 'sector 21 metro dwarka': '13.7 Km', 'dlf golf and country club': '15 Km', 'indira gandhi international airport': '23.7 Km'}",https://www.99acres.com/puri-emerald-bay-sector-104-gurgaon-npxid-r5456,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,550 - 1,700 sq.ft.', 'price-range': '₹ 1.55 - 2.29 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 2.65 - 3.29 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 2.85 - 3.16 Cr'}}","['Swimming Pool', 'Theatre', 'Wi-Fi Connectivity', 'Cafeteria', 'Billiards', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Amphitheatre']",Swimming Pool Theatre Wi-Fi Connectivity Cafeteria Billiards Lawn Tennis Court Video Door Security Multipurpose Court Amphitheatre
Ireo Victory Valley,"2, 3, 4, 5 BHK Apartment in Sector 67, Gurgaon","['AIPL Joy Street Mall', 'Alpine Convent School', 'Golf Course Extension Road', 'CK Birla Hospital', 'PVR Drive in Theatre']","{'aipl joy street mall': '1.1 Km', 'alpine school': '1.8 Km', 'golf course extension rd': '3.3 Km', 'ck birla hospital': '4.5 Km', 'pvr drive in theatre': '4.8 Km', 'radisson hotel sohna road': '5 Km', 'skyjumper trampoline park': '5.6 Km', 'dpgitm engineering college': '8.3 Km', 'ion digital zone gurugram': '8.3 Km', 'huda mini golf course': '9.2 Km', 'indira gandhi international airport': '24 Km'}",https://www.99acres.com/ireo-victory-valley-sector-67-gurgaon-npxid-r871,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,435 sq.ft.', 'price-range': '₹ 1.65 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,382 - 3,548 sq.ft.', 'price-range': '₹ 2.08 - 5.21 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,847 - 5,977 sq.ft.', 'price-range': '₹ 3.42 - 8.78 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,833 - 5,400 sq.ft.', 'price-range': '₹ 7.1 - 7.93 Cr'}}","['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Conference room', 'School', 'Salon']",Swimming Pool Football Bar/Chill-Out Lounge Flower Garden Reading Lounge Golf Course Conference room School Salon
DLF Gardencity,"Land, 3, 4 BHK Independent Floor in Sector 91, Gurgaon","['IMT Road', 'RPS International School', 'Genesis Hospital', 'Reliance Trends Newtown Square Mall', 'National Highway 48']","{'imt road': '280 Meter', 's n international school': '4.2 KM', 'genesis hospital': '4.4 KM', 'reliance trends newtown square mall': '4.4 KM', 'national highway 8': '5.7 KM', 'sgt university': '13.2 KM', 'indira gandhi international airport': '30.9 KM'}",https://www.99acres.com/dlf-gardencity-sector-91-gurgaon-npxid-r1193,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '1,789.5 sq.ft.', 'price-range': '₹ 1.07 - 1.45 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '2,249.66 - 2,699.59 sq.ft.', 'price-range': '₹ 1.35 - 2.47 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 4,518 sq.ft.', 'price-range': '₹ 1.62 - 4.07 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Cafeteria', 'Fountain']",Swimming Pool Bar/Chill-Out Lounge School Restaurant Spa Squash Court Theatre Cafeteria Fountain
Tata Primanti,"3, 4, 5 BHK Apartment, 4 BHK Villa, 4 BHK Independent Floor in Sector 72, Gurgaon","['Sohna Gurgaon Road', 'Omaxe City Centre', 'Spaze Itech Park', 'Pallavan PreSchool, Sohna Road', 'Radisson Hotel Gurugram Sohna Road']","{'sohna gurgaon road': '1 Km', 'omaxe city centre mall': '2.6 Km', 'spaze itech park': '2.8 Km', 'pallavan preschool sohna road': '3.3 Km', 'radisson hotel sohna road': '3.5 Km', 'polaris hospital': '3.6 Km', 'skyjumper trampoline park': '3.9 Km', 'sector 55 56 rapid metro station': '7.7 Km', 'faridabad gurgaon rd': '10 Km', 'rhm public school': '11 Km'}",https://www.99acres.com/tata-primanti-sector-72-gurgaon-npxid-r1148,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,145 - 2,550 sq.ft.', 'price-range': '₹ 2.25 - 3.27 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '7,000 - 8,500 sq.ft.', 'price-range': '₹ 7.5 - 9.11 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,750 - 5,800 sq.ft.', 'price-range': '₹ 5.53 - 6.75 Cr'}}","['Swimming Pool', 'Changing Area', 'School', 'Card Room', 'Restaurant', 'Sauna', 'Jacuzzi', 'Piped Gas', 'Steam Room']",Swimming Pool Changing Area School Card Room Restaurant Sauna Jacuzzi Piped Gas Steam Room
